,index,patient5,patient6,patient7
86,BRINP2,0.9688329076535102,0.4885853352628583,0.39533726631815014
87,SOAT1,0.26143107604130134,0.14164322053913458,0.9119871569800588
88,ACBD6,0.03779894758731206,0.962547549872448,0.8390366012468682
89,SMG7,0.8001589369101517,0.36227547245978065,0.9169511250572985
90,RGSL1,0.7907384160443618,0.5017453027460143,0.7085027460840674
91,RASAL2,0.8677905555475783,0.32504267538104437,0.29297228859785196
92,PTGS2,0.10358274827806124,0.21914742066155413,0.8705457114543171
93,ZBTB41,0.7139990260964602,0.7595276335866106,0.2509676317197632
94,NEK7,0.34597042363162434,0.9075244519600737,0.9263077467916997
95,SRGAP2C,0.37091344083581834,0.3716582432433714,0.13169225391550587
96,SRGAP2,0.22198479402216986,0.7047998788288362,0.3741701691516164
97,SRGAP2D,0.15229456218375614,0.46136447345222986,0.44271521359456356
98,PPP1R12B,0.4478090780045766,0.6749579796501514,0.04321800982581736
99,SRGAP2B,0.32667794840167486,0.953577484018237,0.5025581171011173
100,HHAT,0.871007709292208,0.6525728611581716,0.6422586499442114
101,ESRRG,0.15746709744703524,0.36650076691598976,0.5184212942081748
102,BATF3,0.2993770896303565,0.09046834961928141,0.14593463430875298
103,USH2A,0.3131530015892313,0.5904578497047187,0.7767113183375174
104,EPRS,0.0659973544370368,0.8884434515158717,0.44417679427786594
105,RNU5F-1,0.6201557595606997,0.5531374591314919,0.27446684155398826
106,DNAH14,0.5728188268083736,0.22062767333303002,0.8498274486037132
107,TSNAX-DISC1,0.6859687508227462,0.5455756783774527,0.6905773018044954
108,NUP133,0.2343707535904339,0.940563093831273,0.747607505218524
109,LINC00582,0.26681938306314945,0.3720263969443097,0.8544853325677877
110,TRIM11,0.7674770290355137,0.9689943033390365,0.5615297077491361
111,MTR,0.4161940298812389,0.18090208915461792,0.6732060713001635
112,LYST,0.9096396199405843,0.8208644081688666,0.39817477182305827
113,RGS7,0.5870837147707534,0.08428109332790301,0.030665054787301083
114,LOC100130331,0.5594597044362254,0.7545068017201002,0.5379298203263272
115,SMYD3,0.9389793841345666,0.791811924615959,0.8656136883406683
116,ZNF496,0.6324893848173274,0.4037010348598081,0.8228491779342962
117,KIF26B,0.4564504996806551,0.8531012648736124,0.5510720577528774
118,OR14C36,0.6837493120913981,0.7702109053443454,0.3890070670773689
119,LINC01128,0.802496018530629,0.09415412845819304,0.4009256068739533
120,CDK11B,0.9143300055155004,0.12958305077490018,0.18097029719625624
121,NADK,0.4659689932994022,0.5526750021254826,0.39878459067540484
122,AURKAIP1,0.2765436370858684,0.3493285674561275,0.5765435570896928
123,FAM132A,0.17349781292279642,0.24897325469457265,0.08480192854666646
124,TNFRSF14,0.9958513490699157,0.06697210904516282,0.15447192517968267
125,SKI,0.7765871868828728,0.731540301011886,0.7815207628041111
126,TTC34,0.8759942916679938,0.7047878850638843,0.31439797543452497
127,DFFB,0.43938341357414823,0.09888026157074192,0.8488941554811823
128,CCDC27,0.357470397987112,0.14743722434632067,0.8001699163323466
129,MEGF6,0.4246650503773506,0.3311446381765881,0.11070770440316402
130,AJAP1,0.2224657893738219,0.21421921971237234,0.514929600607473
131,KCNAB2,0.33268516217390653,0.23762143781399603,0.5308105820912747
132,NPHP4,0.978195417350747,0.09554316122185402,0.19309360394957864
133,PLEKHG5,0.22241482856113215,0.16939091149640095,0.8159301619064464
134,ACOT7,0.13804998959691894,0.8768114525952405,0.5805697504183794
135,TNFRSF9,0.6067853990666774,0.6992642639404254,0.43927517417856465
136,PER3,0.22606595853490585,0.5230427051323652,0.9829074705978578
137,RERE,0.06548736810762545,0.4288563876507774,0.5244008156179875
138,H6PD,0.4429775604899838,0.7233598414648467,0.02378798295479012
139,GPR157,0.7917153942956928,0.7293989738991169,0.21316890732816907
140,CLSTN1,0.7524663343700487,0.3116042958473989,0.9785205003625632
141,CTNNBIP1,0.6949732131560639,0.4062204415390599,0.3125984758269428
142,KIF1B,0.31567309628358775,0.009313058620472603,0.33734590452967905
143,UBE4B,0.9881705333251122,0.7470699254573074,0.1234028661609411
144,EXOSC10,0.952109686458961,0.5607660596890787,0.829610966261464
145,MTOR,0.6440429907074661,0.41821260520904113,0.31608750643485706
146,CASZ1,0.7781961515817077,0.5817058278690811,0.2582307363647244
147,C1orf127,0.6890613625104792,0.4566623035494335,0.057982066563187606
148,PEX14,0.41639973826665166,0.4016141368116981,0.2593376992919223
149,MFN2,0.246361342140482,0.9459151021164246,0.08544133042073088
150,AGTRAP,0.4419982338131303,0.9580432805264337,0.46155352073621536
151,VPS13D,0.6118500176542716,0.47501980401022115,0.3483314628623918
152,TNFRSF8,0.3234127045816516,0.6017321693313452,0.9905050974540586
153,AADACL4,0.15443622146294034,0.3295480438883245,0.8762780860365144
154,FHAD1,0.21120345265925788,0.11366183962656418,0.5911909847818805
155,TMEM51-AS1,0.16197855230594882,0.05553188577021062,0.9868483899106792
156,KAZN,0.43018739311172427,0.40705631379723195,0.16107047288363896
157,DNAJC16,0.02401902147309809,0.42512391829365825,0.03720785734189225
158,FBXO42,0.9269551269456012,0.7289262200416596,0.7775223663856061
159,SPEN,0.17819384249098003,0.6713609711511336,0.16881570384793254
160,MFAP2,0.41539880970888776,0.7152872063673666,0.5620385295131525
161,NBPF1,0.9295519513617742,0.7462164948337728,0.3043707348624116
162,PADI2,0.34533572180198757,0.17308447826801787,0.8019054877694696
163,ESPNP,0.8598117967367969,0.9346784634917341,0.383339278944959
164,PADI1,0.749422833062156,0.852757931155077,0.07450666075497703
165,ARHGEF10L,0.7938139807525016,0.40071836148838713,0.15257424804902808
166,ACTL8,0.14787359467598804,0.7617674932279654,0.8663868074898825
167,IGSF21,0.8179643398732758,0.19331529645336698,0.11571403233770272
168,CAPZB,0.5948569806453258,0.46689764901358977,0.441204553591259
169,IFFO2,0.8245924224598377,0.805627119168707,0.05888607211085717
170,PAX7,0.4052110763314286,0.5801453625467952,0.6939871901126148
171,UBR4,0.6088793665295779,0.2967191862898665,0.3295247512711955
172,LINC01141,0.5657666708952321,0.8002587297145967,0.8233656259371755
173,TMCO4,0.6364728705695473,0.39402467850077316,0.8311319989141852
174,EIF4G3,0.9577266448444307,0.53213777771778,0.1767934682558483
175,ALPL,0.20250725312861173,0.9848305154637449,0.5647111986271739
176,HP1BP3,0.8862948673657897,0.04025306326893907,0.9356907742332111
177,ECE1,0.5681007252315462,0.018405187088278763,0.8318681364892
178,CDC42,0.2532941594348248,0.350934588107762,0.7554063319463017
179,ZBTB40,0.8998376911201481,0.48100609397116056,0.053278524622229484
180,HSPG2,0.22185451884084906,0.8313679798790281,0.1302768242421687
181,LDLRAD2,0.6131707702544585,0.20438957869005803,0.34524697541243343
182,LUZP1,0.4648576671743815,0.307732976292158,0.7348985276057506
183,TCEA3,0.5170807105299458,0.7418638426191746,0.9814252354874178
184,E2F2,0.4147459823138272,0.8633816520972665,0.18117850851132233
185,IFNLR1,0.7482157569287714,0.41259347295828896,0.20809080828157234
186,NIPAL3,0.8791298841120826,0.1073410312910964,0.009216381832847453
187,NCMAP,0.1158482971001964,0.12354775953677355,0.09333412066130164
188,TMEM57,0.9299882751811199,0.1537555578499784,0.6804731070172237
189,RHCE,0.7132548462645497,0.002862463326954945,0.30731731173584986
190,MAN1C1,0.6390143416592975,0.399991965847148,0.8031428510124642
191,LIN28A,0.2020955076914437,0.07451161308989196,0.6227634989495998
192,RPS6KA1,0.23265930785882227,0.6438895880881466,0.23294512431366254
193,SH3BGRL3,0.5620570016329284,0.2484371561591825,0.9000677395834725
194,WASF2,0.5657142250655992,0.6754466216046687,0.12115670819448443
195,TMEM222,0.575585487423425,0.6889087563682809,0.3190434097470196
196,AHDC1,0.8421138400002046,0.0425202609497316,0.2100925134181474
197,PHACTR4,0.41508462261958956,0.17616523667426975,0.4969412883097648
198,TAF12,0.7902617221180241,0.16460014678246748,0.888233950690014
199,SNHG3,0.47328872679554257,0.02676858920472569,0.5567278352984611
200,RCC1,0.8593248174262827,0.18837138616246818,0.6624269551935622
201,PTPRU,0.8150394527065037,0.6221501245826948,0.4310280112884606
202,SRSF4,0.12677499505962864,0.08995135964600032,0.7166608207405744
203,MATN1,0.2712989630576307,0.19013330622655722,0.38157174936697225
204,MATN1-AS1,0.03132234231709119,0.7622697498733617,0.2461453792375744
205,PTP4A2,0.6473168717494655,0.6818063100466043,0.6598797161922373
206,SYNC,0.3725487143850844,0.42888478486846215,0.012682006899552234
207,ZBTB8A,0.8900718640130806,0.9591344951287224,0.27581803360148194
208,RNF19B,0.6690072273331179,0.14201687654813655,0.2803068243206117
209,S100PBP,0.20385475355809568,0.17294000947358157,0.27250081257039915
210,HDAC1,0.39090588703952056,0.14186958956055074,0.8940392915274281
211,KPNA6,0.884359445227259,0.7738401055314622,0.6621020170903497
212,PHC2,0.6159711338957099,0.4008089188131889,0.7422185036758523
213,ZSCAN20,0.9680640339274339,0.6187173316138733,0.19949265624548895
214,CSMD2-AS1,0.03295220944575028,0.510125973825712,0.3285349972209489
215,AGO3,0.4385541483510641,0.8053721448204882,0.4023426945482299
216,ZMYM4,0.18516170262577458,0.5637878078472036,0.9122206925198976
217,AGO4,0.6893330274097017,0.23102626628042133,0.31237520341645575
218,KIAA0319L,0.3757657348000438,0.8686242425556845,0.2916040484228605
219,TFAP2E,0.6751362249804675,0.2978551240566548,0.1796218473036979
220,STK40,0.9000903916019192,0.2385277446307571,0.5706264657834222
221,GRIK3,0.538353251665235,0.6142717061745054,0.03256799099337837
222,YRDC,0.9094122613763196,0.1792678901333662,0.2623920559266264
223,SNIP1,0.5600321405457181,0.7066804264566069,0.4113142597849606
224,INPP5B,0.09773918656239211,0.7887711621148195,0.8974442515922677
225,RRAGC,0.5283123818878601,0.9467459077540987,0.05058217683574251
226,RLF,0.8977235924219827,0.11633265298575135,0.6447337676618501
227,BMP8B,0.9859268790305113,0.6354351609949287,0.622405605874347
228,BMP8A,0.7628929682929123,0.24070121088279495,0.37087763854003786
229,SCMH1,0.5458633082725662,0.4050618441678746,0.8071203160927242
230,KCNQ4,0.6879795189997953,0.5675921668209093,0.14303816066494723
231,NFYC-AS1,0.13185198365069728,0.9495620875442914,0.36688910730029456
232,FOXJ3,0.8156299866160089,0.9873510946550726,0.9342447446888675
233,HIVEP3,0.42548451826129763,0.34585144843749505,0.7014140453950527
234,RIMKLA,0.6948269509352317,0.1769730296024562,0.0569986319552368
235,WDR65,0.2849019026630263,0.8182799810637174,0.24627549383098746
236,LOC100129924,0.08630143659421619,0.9911128990774277,0.5151630225855099
237,TIE1,0.8338472290475131,0.16630072912585836,0.04214550189932109
238,SZT2,0.37566267296324507,0.12714148308047246,0.3740729728325376
239,ST3GAL3,0.9374263360283634,0.3097039226339341,0.3776692518080633
240,IPO13,0.22413948250046178,0.17596281945951286,0.08468402375293216
241,ERI3,0.5462859591556001,0.29368298936457804,0.7079714558746091
242,KDM4A-AS1,0.2822637588467226,0.05418817268952947,0.4578642849705201
243,ERI3-IT1,0.3191186018990606,0.35574420483115443,0.607174197260678
244,TESK2,0.4613482737246932,0.21711809161054763,0.8761455979974956
245,EIF2B3,0.2572921651397392,0.18676093059342636,0.7111482825168273
246,ZSWIM5,0.9344529336459174,0.6716667246974779,0.6455244324500611
247,KIF2C,0.6008592967534793,0.40290963057821694,0.31868178903170996
248,POMGNT1,0.330263846829157,0.4643991934692647,0.6199754958971644
249,PIK3R3,0.8240179127679973,0.9786977406482503,0.053454579836611726
250,MAST2,0.4605170289657361,0.21463083071401612,0.7141246605603657
251,MKNK1,0.4043118955133659,0.6398114824932996,0.9049303500738544
252,CMPK1,0.6272434424906017,0.6021795048017267,0.21109977562618232
253,CYP4Z2P,0.5073339961716132,0.6740232353441483,0.6282963805175314
254,CYP4Z1,0.10361883740999511,0.12046738405234159,0.4661114394707562
255,SPATA6,0.7109808741276152,0.9209927841572818,0.37503974620113123
256,SKINTL,0.6881858564962187,0.7444517921951849,0.5184482338888595
257,ELAVL4,0.9595766135248742,0.1693005541313335,0.2938612743672695
258,TTC39A,0.32111587073889214,0.527738088360343,0.5737321136803841
259,OSBPL9,0.5118207723029615,0.8770914769755985,0.05577186975235682
260,NRD1,0.9167898205398899,0.08964907573735803,0.18329566936131203
261,EPS15,0.7967505226335608,0.9610449537086374,0.2451800633805793
262,ZYG11B,0.729709947331148,0.9770531884671236,0.8533136428769782
263,ZCCHC11,0.8227743212349999,0.956884155409356,0.31138865534948124
264,ZFYVE9,0.012112073920480082,0.7866125083110782,0.29958419122497926
265,CC2D1B,0.2361662545454415,0.7594145089835397,0.4474386414926448
266,ZYG11A,0.1977525931954438,0.9184444041195647,0.35560867927646855
267,GLIS1,0.7732394541890022,0.24022129124883163,0.16820503279895205
268,LRP8,0.6774051461417812,0.40729919947959936,0.9495802380701801
269,HSPB11,0.5249202997227608,0.7611696912139055,0.20120391175344254
270,NDC1,0.12736179121578495,0.5888599408678867,0.3577603391348999
271,CYB5RL,0.6491708415539842,0.4333889230913115,0.40942774227479684
272,ACOT11,0.47123298251641454,0.23349658424567155,0.4522051900502093
273,MROH7-TTC4,0.778801245852301,0.492578510187624,0.12578021755153557
274,SSBP3,0.3503887114053259,0.3003192101325829,0.887460646705001
275,PRKAA2,0.5527861503168231,0.537845635006054,0.24625479991621235
276,C1orf168,0.09765445162717523,0.06490266055188243,0.3864649835364956
277,PPAP2B,0.16015179070512986,0.21921792133995954,0.9000964051998126
278,C8B,0.9271695491713905,0.3733371229198724,0.41343685907827266
279,DAB1-AS1,0.2345703857890291,0.950275906644643,0.03525751416660727
280,OMA1,0.6221948674214668,0.4315816114540899,0.29656568272635675
281,LINC01358,0.40594217886698747,0.9080776419800104,0.9564445242499685
282,HOOK1,0.021196244103640183,0.001865991606479378,0.4085238773663151
283,LOC101926964,0.20959650257038653,0.21887230856910334,0.14192461489524444
284,KANK4,0.7976022997306386,0.7226529218928842,0.3766447737596137
285,INADL,0.07966482217953319,0.06161500859623226,0.7238456746226282
286,ATG4C,0.2519477224047181,0.004964842067522679,0.31093519493835675
287,DOCK7,0.05937237686115704,0.5033142563261105,0.1789647573244909
288,LINC00466,0.24471160734005215,0.897239446065299,0.50683617476097
289,ROR1,0.45766281773271555,0.7596151127100267,0.35699252491086453
290,PGM1,0.32187691984067,0.40543983255693494,0.04792184686906786
291,DNAJC6,0.22960872305810898,0.07320154170259296,0.8938981487982899
292,RAVER2,0.6448868895966944,0.005281185388886334,0.619799510217978
293,AK4,0.9648460901206632,0.04949213584326784,0.4634117829463493
294,JAK1,0.7492649962161267,0.4706986252644694,0.18445977597761964
295,PDE4B,0.12749952368056527,0.940322289581192,0.003524737301543235
296,WDR78,0.856124770678838,0.49077171511227935,0.8751124493960599
297,IL23R,0.8129484131709379,0.5252501751615191,0.5076838044408971
298,SLC35D1,0.303322192190972,0.3152981481987538,0.4241567610091862
299,TCTEX1D1,0.43726808193442257,0.4762114377204618,0.2354307618147482
300,SERBP1,0.36274041020644854,0.1226473761895931,0.34938623967341054
301,DEPDC1,0.7965925523952289,0.11939133407283264,0.09821640775225537
302,WLS,0.7448875083110832,0.1689802710034145,0.9767907556647055
303,GNG12-AS1,0.9169391411409941,0.10465479174347425,0.5562515637785279
304,GNG12,0.48054865084893217,0.1218901209915082,0.5126507887190285
305,PIN1P1,0.5040950887906067,0.49623824336267197,0.473518251012368
306,ANKRD13C,0.07994111478168542,0.6826456662026883,0.4822746355399853
307,LRRC40,0.13284488462065436,0.35027797928646365,0.7702430550351405
308,PTGER3,0.9605791259847716,0.6200367725097966,0.09710976322583376
309,ZRANB2-AS2,0.7193813778509396,0.6925523491294672,0.928086696898109
310,LINC01360,0.16758992904560177,0.10512928304796032,0.8063019568073501
311,TNNI3K,0.3953091379764617,0.7513752702640532,0.5474266396267934
312,FPGT-TNNI3K,0.4987409979843308,0.9060301602193114,0.4680977819151274
313,LRRIQ3,0.38530665252816687,0.37684404839555197,0.4459479673692289
314,ERICH3,0.7674198214504253,0.08378145629772082,0.6109356351006962
315,MSH4,0.6911828131428649,0.42453847117152843,0.6111099351156338
316,SLC44A5,0.2415176872682805,0.23444909563675798,0.3854757624308688
317,ST6GALNAC5,0.7011399341156445,0.4992608743710004,0.8924497869336288
318,NEXN,0.8880867640263383,0.09866373426931718,0.673810705473695
319,AK5,0.22775632943012514,0.4128982216468837,0.32717129841789505
320,ZZZ3,0.5046951226892362,0.1434486154362229,0.9534343231458204
321,GIPC2,0.5926393266852119,0.005120247949021217,0.4024939177283594
322,FAM73A,0.4014995014178381,0.2889945930359381,0.8954968322865098
323,MGC27382,0.5321501543736733,0.4612941402502553,0.1464283192284258
324,ELTD1,0.22168245041011758,0.4119075569578259,0.3597763441662063
325,LPHN2,0.40558844266473204,0.5789470121582553,0.5061457522242188
326,SAMD13,0.33251432118953794,0.3513963542642108,0.370523868308512
327,PRKACB,0.8873325071915835,0.3052661450983801,0.40150911067412554
328,MIR548AP,0.11813128709869658,0.6633124202177656,0.028639010687771527
329,TTLL7,0.5510109706486191,0.7249785964093763,0.14385431613819155
330,LOC101927560,0.9025478450134545,0.08376764664734448,0.005160799085470291
331,LOC101927587,0.4769919438362643,0.9512674039965529,0.2246184387815372
332,C1orf52,0.9714582453049827,0.6722079811166175,0.05397618442155694
333,WDR63,0.0238613936913169,0.11570535794186321,0.9124948006750309
334,LPAR3,0.8137051024496159,0.020090154374524327,0.811267226721225
335,MCOLN2,0.4320900024149056,0.6419593155422293,0.8765211327072475
336,CLCA2,0.09609194120713771,0.35889228318886723,0.7975412875119454
337,COL24A1,0.31935562321745836,0.08631289959750343,0.5909147011078806
338,HS2ST1,0.5849716839130968,0.2239409724134327,0.18871370296162693
339,LOC101927844,0.9949109334178668,0.07382919437663116,0.3593531915485322
340,LRRC8B,0.8190236320858321,0.5537696323721676,0.8177077894240258
341,PKN2,0.5725554750979801,0.2221102524326053,0.6499074244613838
342,GBP4,0.48802048041057666,0.6425532544452052,0.774315948577808
343,GBP1,0.6699810182772407,0.7260252887263953,0.8433437667737967
344,LRRC8D,0.5222912706131668,0.5811350535817591,0.42558166914898976
345,HFM1,0.24851336755322506,0.8051097114544059,0.35448664330904345
346,RPAP2,0.723039380441315,0.29034578473307415,0.47039427254300603
347,EVI5,0.1666327198608626,0.28023713189144506,0.7133504771067328
348,FNBP1L,0.6076030665720221,0.46370959954651536,0.017221091292748403
349,MTF2,0.6452682181905591,0.20454246885874328,0.1403537986666642
350,BCAR3,0.9712539011454933,0.3087337877472741,0.5890401796990888
351,CCDC18,0.31054801611692073,0.9810816794314728,0.3457712492456295
352,ABCA4,0.560231071551262,0.7058015297472316,0.7969835125892639
353,SLC44A3,0.8197554385768858,0.832061206133153,0.39359989889996794
354,ABCD3,0.3440811300078216,0.4934348740101636,0.5920327706745581
355,LINC01057,0.20100461906845635,0.02222445899221226,0.3774769486530203
356,TMEM56-RWDD3,0.6247385583724837,0.258198010918837,0.6745345807219612
357,FLJ31662,0.26754742239447526,0.029242983930132693,0.670072008106605
358,PTBP2,0.5835526531975183,0.1536456614218663,0.43591763773594516
359,LOC101928241,0.8485354548752847,0.3400936520344582,0.7306704076794522
360,DPYD,0.770722341927466,0.5397190380653722,0.5332622008289535
361,DPYD-AS1,0.6596892921852942,0.5742816273430306,0.19396475710748395
362,SNX7,0.4537864443566346,0.07878111742046079,0.8811517920382393
363,LOC100129620,0.6134778152089844,0.26789317867039275,0.3957297777782046
364,LOC729987,0.5650185381760374,0.5242298456032242,0.7850886723971043
365,PALMD,0.0073339106645565755,0.2882540544944998,0.6263321317275751
366,HIAT1,0.5666908060512723,0.9917011160113349,0.8965800683157275
367,LPPR4,0.6835059679480905,0.17374106410983114,0.046646762915701245
368,VCAM1,0.05846887476002782,0.41669063033876663,0.2517975978978475
369,CDC14A,0.06271016157203657,0.060012752839500694,0.6568673153389282
370,OLFM3,0.16073604661433416,0.5355080069356923,0.4316096251414572
371,COL11A1,0.8542664629178236,0.22427067350966456,0.2710121896148393
372,RNPC3,0.8348820068224785,0.376989145213112,0.5195028566241771
373,AMY1A,0.9039044195175577,0.10396050511371346,0.13190184776352454
374,AMY1B,0.43883040812183616,0.9183671957971168,0.7865277652807139
375,AMY1C,0.7314273346575109,0.787785483993085,0.8891802256288557
376,VAV3,0.03754391977291949,0.2038765862518649,0.9781520819855236
377,VAV3-AS1,0.0940179850355004,0.26987378490213565,0.8793678661735824
378,MYBPHL,0.9574046235521085,0.20723836251774608,0.9023660438226841
379,WDR47,0.41181304600059654,0.1603242681233894,0.2746950331738306
380,KIAA1324,0.7903996002292752,0.8047531840792422,0.37357572288947216
381,GPSM2,0.32586767233323033,0.06996047112535453,0.1323987699674335
382,STXBP3,0.6903508289335848,0.19860898189552012,0.31825848365788245
383,GSTM1,0.27061783784608806,0.8770152667630996,0.10942811583627954
384,KCNC4,0.8440811341260992,0.6916941289949788,0.22219957362179732
385,RBM15,0.045374197401238825,0.10006542142951591,0.11476696566678302
386,DRAM2,0.5927707045374955,0.34980985259548014,0.2031291327375916
387,ADORA3,0.9040332019987419,0.1715453064965109,0.15536700953219684
388,ST7L,0.7153150038743443,0.7570612036929109,0.5049167866648812
389,KCND3,0.6335302542791438,0.028941444356508694,0.38203702383564664
390,CTTNBP2NL,0.1292195745056567,0.9101537124107847,0.8647730688357967
391,LRIG2,0.6141932552444421,0.8032927869937547,0.7014587503570296
392,MAGI3,0.6686261914061437,0.0062659641582999415,0.4817482904116548
393,LINC01356,0.4808921051977092,0.06245268678076543,0.16334525973590286
394,TRIM33,0.33284721749872315,0.3931524993935407,0.9923026892817459
395,DENND2C,0.02751720173862071,0.1904924425624842,0.18538932223058535
396,SYT6,0.29033601502522777,0.3764905695409875,0.9493183117536702
397,AP4B1-AS1,0.14905141097969488,0.4197201800717376,0.5896843223403809
